Id,Nom,Description,Portions,Portions unité,Difficulté,Coût,Régime,Catégorie,Préparation,Cuisson,Jour,Ingrédients,Instructions,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Image
65,Curry de poulet aux épinards,"Un délicieux curry de poulet relevé, accompagné d'épinards frais, cuit aisément dans le Thermochef.",2,personnes,2,3,Méthode ami,Dîner,10,30,22,"2 Filets de poulet, coupés en morceaux
200 gramme Épinards, frais
1 Oignon, finement haché
2 Gousses d'ail, émincées
1 cuillère à soupe Pâte de curry
400 millilitre Lait de coco
1 cuillère à soupe Huile de coco
Sel, au goût
1 pincée Poivre","Faites revenir l'oignon et l'ail dans le Thermochef avec un peu d'huile, menu Thermogrill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajoutez le poulet et faites-le dorer de tous les côtés.
Versez le lait de coco, assaisonnez avec du sel et du poivre, et laissez mijoter menu ragout couvercle fermé, puissance2, pression5, 10 minutes.
Une fois la cuisson terminée, ajoutez les épinards et laissez-les flétrir dans le curry.
Servez chaud, accompagné de riz basmati ou de naan.",981.8,234.285,981.8,234.285,351.2116349999999,45.2323,46.43229999999999,19.3655,76.84949999999999,15.65145,1.46515,0.07175,1.4042,0.5710000000000001,0.5710000000000001,1.1681,2.333,21.6185,0.015,6.4445026,0.0,1.2627,99.5625,1.05787,163.9265,586.334,1.0515,9.110545,42.259,171.45825,4.461600000000001,655.3224999999999,1930.4095,32.3275,420.066,3.95789,32.25,5658.19,0.635,4.56655,524.3015,13.35,57.08125,0.4366,0.35335,17.8928,3.4219,1.02765,298.3095,0.2655,https://zyllio.github.io/zyllio-samples/recipies/menus/images/65.jpg
66,Omelette aux épinards et champignons,"Une délicieuse omelette riche en légumes, parfaite pour un repas léger.",2,personnes,2,2,Méthode ami,Petit déjeuner,5,10,23,"4 Œufs
1 poignée Épinards frais, hachés
100 gramme Champignons, tranchés
1 Petit oignon, finement haché
Huile d'olive ou de coco, pour la cuisson, au goût
Sel, au goût
1 pincée Poivre","Faites revenir l'oignon et les champignons dans le Thermochef avec un peu d'huile, menu Thermogrill, couvercle ouvert, puissance 3, pendant 5 minutes.
Battez les œufs dans un bol, puis ajoutez les épinards hachés, du sel et du poivre.
Versez le mélange d'œufs sur les oignons et champignons dans la cuve. Laisser cuire jusqu'à ce que l'omelette soit prise mais encore moelleuse.
Servez chaud, accompagné de tranches de pain complet si désiré.",729.0,175.0,729.0,175.0,156.545135,14.592,14.592,3.15125,12.697,2.1162,0.6315500000000001,0.0114,1.0529,0.1125,0.3125,0.5498999999999999,0.402,1.7265,0.225,2.188951,0.0,0.0538,398.0,0.85273,105.8815,333.925,0.2357725,2.85399275,24.369,27.31575,0.3506,262.795,430.9345,4.605,340.731,1.51514,182.0,858.79,1.98125,2.145275,79.26125,0.0,8.745000000000001,0.1219,0.7028,2.45805,2.51485,0.24615,86.31899999999999,1.45,https://zyllio.github.io/zyllio-samples/recipies/menus/images/66.jpg
67,Salade de choux de bruxelles et pomme,"Une salade croquante et rafraîchissante mêlant les saveurs douces et légèrement piquantes des choux de Bruxelles avec la fraîcheur acidulée d'une pomme verte et la richesse des noix, le tout relevé par une vinaigrette au tahini onctueuse.",2,personnes,1,2,Méthode ami,Déjeuner,15,0,23,"200 gramme Choux de Bruxelles, tranchés finement
1 Pomme verte, coupée en fines lamelles
50 gramme Noix, grossièrement hachées
1 Vinaigrette, mélange d'huile d'olive, tahini, un peu d'eau pour diluer, sel, et poivre","Dans un grand saladier, combinez les choux de Bruxelles tranchés, les lamelles de pomme, et les noix hachées.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, ajoutez un peu d'eau pour obtenir la consistance désirée et une pointe d’ail. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",0.0,0.0,0.0,0.0,138.84,6.930750000000001,7.405750000000001,13.883,17.62625,7.006250000000001,3.363,0.05,1.55925,0.085,0.085,1.8265,1.17,5.579499999999999,0.0,2.37925,0.0,0.2055,0.1225,0.4955724999999999,61.5695,304.25,0.315425,1.679075,8.835,58.34975,1.0148,153.295,603.325,19.1,195.1375,1.024675,3.675,477.345,0.0625,3.70475,232.81575,0.0,105.86875,0.2103,0.169825,0.9736750000000001,0.826625,0.318975,126.2015,0.006475,https://zyllio.github.io/zyllio-samples/recipies/menus/images/67.jpg
68,Filet de saumon à l'aneth et légumes vapeur,"De tendres filets de saumon assaisonnés à l'aneth, accompagnés de légumes cuits à la vapeur pour un repas sain et savoureux.",2,personnes,2,4,Méthode ami,Dîner,10,20,23,"2 Filets de saumon
1 cuillère à café Aneth séché
1 filet Huile d'olive
Sel, au goût
1 pincée Poivre
Légumes pour la vapeur, choix de carottes, brocolis, haricots verts, au goût","Assaisonnez les filets de saumon avec de l'aneth, du sel, du poivre, et un filet d'huile d'olive.
Placez les filets de saumon et les légumes dans le panier vapeur sur la grille avec 300 ml d’eau au fond de la cuve.
Programmer le menu pression, 10 minutes, pression 7, puissance 3.
Servez le saumon et les légumes vapeur immédiatement, avec un filet de jus de citron si désiré.",1309.235,314.2735,1309.235,314.2735,100.765135,34.75565,34.75565,0.64525,18.99175,0.1727,0.04165,0.00075,0.06269999999999999,0.0,0.0,0.0616,0.2625,0.4985,0.002625000000000001,2.43895,0.0,0.0008500000000000001,85.94999999999999,0.72993,23.2015,305.5,0.08132500000000001,0.7124499999999998,0.5035000000000001,45.80575,0.1416,370.0745000000001,601.7195,0.116,278.581,0.67814,0.0,40.54,0.00125,0.01815,0.72,0.0,5.565,0.41555,0.157075,11.50805,2.1526,0.6998499999999999,32.714,4.176,https://zyllio.github.io/zyllio-samples/recipies/menus/images/68.jpg
69,Gruau d'avoine à la poire et à la cannelle,Un gruau d'avoine réconfortant agrémenté de poire et de cannelle pour un petit déjeuner nutritif et savoureux.,2,personnes,1,2,Méthode ami,Petit déjeuner,5,15,24,"100 gramme Flocons d'avoine
500 millilitre Lait d'amande, ou d'eau
1 Poire, coupée en dés
1 cuillère à café Cannelle
1 cuillère à soupe Miel, ou de sirop de yacon
Noix, pour garnir, au goût","Dans la cuve , combinez les flocons d'avoine, le lait d'amande (ou l'eau), et la cannelle. Cuisez menu thermodiet couvercle ouvert 90 degrés, en remuant de temps en temps, jusqu'à ce que le gruau épaississe.
Ajoutez les dés de poire vers la fin de la cuisson et mélangez bien.
Servez chaud, arrosé de miel ou de sirop de yacon et garni de noix pour un croquant agréable.",544.0,130.93,542.5,130.53,305.4215,5.0675,5.3,25.049,11.2322,16.4582,4.488099999999999,0.6005,3.8229,0.265,0.42145,0.5204,6.57625,4.776,0.025,0.9552,0.0,0.0476,0.015,0.1404,60.63265,2.1225,0.281935,1.0646,52.4525,49.5473,0.8093,108.978,265.9415,53.331,56.40655,1.04359,0.0,17.52,0.64375,2.5832,2.615,0.0,5.9095,0.24147,0.087155,0.7183499999999999,0.367845,0.06576,25.37,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/69.jpg
70,Salade de chou-fleur rôti et pois chiches,Une savoureuse salade combinant le chou-fleur rôti et les pois chiches avec une vinaigrette au tahini.,2,personnes,2,3,Méthode ami,Déjeuner,15,25,24,"1 Chou-fleur, coupé en bouquets
400 gramme Pois chiches, rincés et égouttés
Huile d'olive, au goût
Cumin, au goût
Paprika, au goût
Huile d'olive, pour la vinaigrette, au goût
Tahini, au goût
Eau, pour diluer, au goût
Sel, au goût
Poivre, au goût","Mélangez les bouquets de chou-fleur et les pois chiches avec un peu d'huile d'olive, du cumin, et du paprika. Dans la cuve programmer le menu Thermogrill, couvercle ouvert, puissance 3, pendant 15 minutes
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, ajoutez un peu d'eau pour obtenir la consistance désirée. Assaisonnez avec du sel et du poivre.
Mélangez le chou-fleur et les pois chiches rôtis dans un saladier, versez la vinaigrette et mélangez bien avant de servir.",2003.15,478.9,2003.15,478.9,473.536885,26.514,26.709,47.62499999999999,19.6575,7.4412,3.5689,0.0055,3.84195,1.15,1.15,1.37035,31.1125,26.9635,2.875,5.5782,0.0,0.2860499999999999,0.0,0.65008,329.5765,441.75,0.765,9.710700000000001,116.109,164.74325,2.7201,533.255,1584.6245,116.1025,260.046,3.847640000000001,0.0,118.44,0.5137499999999999,4.86065,23.51,0.0,17.4425,0.3981,0.16955,2.40955,3.1036,1.1039,388.9840000000001,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/70.jpg
71,Spaghetti de courgette avec sauce tomate maison et boulettes de lentilles,Une recette saine et gourmande de spaghetti de légumes accompagnés d'une riche sauce tomate et de boulettes de lentilles épicées.,2,personnes,3,2,Méthode ami,Dîner,20,30,24,"2 Courgettes, transformées en spaghetti
100 gramme Lentilles vertes, cuites
1 Oignon, finement haché
2 Gousses d'ail, émincées
400 gramme Tomates concassées, en conserve
1 Basilic frais
Sel, au goût
1 pincée Poivre
Huile d'olive, au goût","Mélangez les lentilles cuites avec un peu d'oignon haché, d'ail, de sel, et de poivre. Formez de petites boulettes.
Faites-les dorer menu Thermogrill, couvercle ouvert, puissance 3, pendant 5 minutes avec un peu d'huile d'olive. Réservez.
Dans la cuve, menu Thermogrill, couvercle ouvert, puissance 3, pendant 5 minutes faites revenir le reste de l'oignon et de l'ail.
Ajoutez les tomates concassées, du sel, du poivre, et laissez mijoter pour épaissir la sauce.
Ajoutez les boulettes de lentilles à la sauce, laissez mijoter quelques minutes et réservez.
Faites sauter rapidement les spaghetti de courgette, menu Thermogrill, couvercle ouvert, puissance 3, pendant 2 minutes avec un peu d'huile d'olive, juste pour les réchauffer.
Servez les spaghettis avec la sauce tomate et les boulettes de lentilles. Garnissez de basilic frais avant de servir.",684.475,163.19,684.475,163.19,464.359135,10.68955,10.68955,19.55175,4.265250000000001,9.906949999999998,4.96165,0.021,4.168699999999999,0.356,0.556,1.2031,8.1605,10.27775,0.3080000000000001,3.83275,0.0,1.11495,0.0,1.154795,135.1265,345.909,0.39,3.984695,19.889,81.267,0.9440999999999999,232.8975,1152.617,17.9125,461.266,1.66989,0.0,1007.34,0.14,2.49705,48.6215,0.0,62.305,0.7951500000000001,0.39205,2.577799999999999,0.93065,0.75115,150.042,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/71.jpg
72,Porridge aux graines de chia et fruits,"Un porridge crémeux aux graines de chia et garni de fruits frais, idéal pour un petit-déjeuner nutritif.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,15,25,"100 gramme Flocons d'avoine
400 millilitre Lait d'amande
2 cuillère à soupe Graines de chia
1 cuillère à soupe Miel ou sirop de yacon
Fruits frais, pour garnir (baies, tranches de banane, morceaux de pomme), au goût","Dans la cuve, mélangez les flocons d'avoine, le lait d'amande, et les graines de chia.
Cuisez à menu thermodiet avec le couvercle ouvert à 90 degrés, en remuant fréquemment, jusqu'à ce que le mélange épaississe et devienne crémeux.
Retirez du feu et incorporez le miel ou le sirop de yacon.
Servez chaud, garni de fruits frais de votre choix.",459.0,110.35,457.5,109.95,197.652,5.6313,6.1113,17.7471,11.16225,9.373999999999999,4.3895,0.5355000000000001,3.7175,0.2,0.35645,0.4552,6.399999999999999,6.414249999999999,0.02,1.24795,0.0,0.038,0.00225,0.1135275,112.45015,0.0,0.26371,1.69425,40.291,75.32730000000001,0.7859,184.1405,172.5165,41.4175,45.5723,1.33274,0.0,12.625,0.5,2.05275,1.75,0.0,2.792,0.151825,0.071745,1.61845,0.229495,0.04491000000000001,21.095,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/72.jpg
73,Salade de lentilles et avocat,"Une délicieuse salade composée de lentilles vertes, d'avocat, de concombre, et d'oignons verts, assaisonnée d'une vinaigrette à base de tahini.",2,personnes,2,2,Méthode ami,Déjeuner,15,25,25,"100 gramme Lentilles vertes
1 Avocat, mûr, coupé en dés
0.5 Concombre, coupé en dés
2 Oignons verts, émincés","Rincez les lentilles sous l'eau froide.
Cuisez les lentilles Programmer couvercle fermé, pendant 7 minutes, puissance 3, programme légumes secs pression 7.
Dans un grand saladier, mélangez les lentilles refroidies, l'avocat, le concombre, et les oignons verts.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, une pointe d’ail. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",949.1,228.95,949.1,228.95,201.925,7.25,7.25,13.7525,16.1325,4.0525,1.6625,0.05475,1.425,0.5,0.5075000000000001,1.0225,9.035,8.225,0.65425,3.405,0.0,1.112,0.375,0.07675,53.7,54.0,0.27955,1.577595,30.225,47.45,0.48375,145.525,642.75,33.65,30.5,1.13375,0.0,70.9,0.125,2.0275,24.675,0.0,8.7625,0.1275,0.08249999999999999,1.5675,1.2075,0.26025,102.075,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/73.jpg
74,Curry de légumes au lait de coco,"Recette végétarienne de curry de légumes savoureux au lait de coco, parfaitement assaisonné pour un repas réconfortant.",2,personnes,2,3,Méthode ami,Dîner,10,30,25,"200 gramme Potiron, coupé en dés
1 Carotte, coupée en rondelles
1 Panais, coupé en dés
200 millilitre Lait de coco
1 cuillère à soupe Pâte de curry
1 Oignon, émincé
2 Gousses d'ail, émincées
1 cuillère à soupe Huile de coco
Sel, au goût
1 pincée Poivre","Dans le Thermochef, faites revenir la pâte de curry avec un peu d'huile de coco, couvercle ouvert, menu Thermogrill, puissance 3 pendant 2 minutes pour libérer les arômes.
Ajoutez les légumes, le curcuma, et mélangez bien pour les enrober des épices.
Versez le lait de coco, assaisonnez avec du sel et du poivre, puis cuisez à couvercle fermé, menu ragout 10 minutes, pression 5, puissance 2.
Servez chaud, accompagné de riz basmati ou de pain naan.",511.8,123.06,511.8,123.06,274.036635,6.4948,7.094799999999999,23.868,41.1245,15.55645,1.30415,0.00075,1.3012,0.321,0.321,1.7861,1.503,14.9485,0.7475000000000002,3.617002600000001,0.0,0.1487,0.5625,0.71787,92.35150000000002,406.384,0.7065,3.960545000000001,12.8465,75.58324999999999,2.1616,248.4975,1261.6595,7.3775,286.616,2.16289,0.75,5200.69,0.26,3.869050000000001,19.8665,0.0,23.48375,0.2281,0.24785,2.6803,1.2069,0.3079,124.5095,0.0105,https://zyllio.github.io/zyllio-samples/recipies/menus/images/74.jpg
75,Smoothie bowl aux baies et graines de lin,"Un délicieux smoothie bowl riche en fibres et en nutriments, idéal pour un petit-déjeuner sain ou un en-cas rafraîchissant.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,0,26,"1 tasse Baies mélangées
1 Banane
200 millilitre Lait d'amande
2 cuillère à soupe Graines de lin moulues","Dans le blender, combinez les baies, la banane, le lait d'amande et les graines de lin.
Mixez jusqu'à obtenir une consistance lisse.
Versez le smoothie dans des bols et garnissez avec les toppings de votre choix pour ajouter du croquant et de la variété.",375.97,89.695,375.97,89.695,203.1121,3.9319,4.1909,18.675,6.2895,14.8725,5.282,0.1,5.038999999999999,0.218,0.4430000000000001,5.0665,2.55175,7.979000000000001,0.305,1.1688,0.0,0.0957,0.0,0.06824,60.969,47.08199999999999,0.2368,1.682,32.6975,63.53500000000001,0.751,99.21000000000001,433.42,34.0225,27.135,0.7811,0.0,58.94,0.25,1.5314,1.573,0.0,70.0164,0.15551,0.0989,0.8907,0.4377000000000001,0.2083,50.96899999999999,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/75.jpg
76,Salade de lentilles à la grecque,"Une salade riche et nutritive alliant lentilles vertes, légumes frais et feta, avec une vinaigrette au tahini.",2,personnes,2,2,Méthode ami,Déjeuner,15,25,26,"100 gramme Lentilles vertes
1 Poivron vert, coupé en dés
2 Tomates, coupées en dés
1 Oignon rouge, émincé
100 gramme Feta, émiettée
1 Olives noires
Vinaigrette, mélange d'huile d'olive, tahini, une pointe d’ail, sel et poivre, au goût","Rincez les lentilles sous l'eau froide.
Cuisez les lentilles Programmer couvercle fermé, pendant 7 minutes, puissance 3, programme légumes secs pression 7 laissez refroidir.
Dans un grand saladier, mélangez les lentilles refroidies, le poivron vert, les tomates, l'oignon rouge, la feta, et les olives.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, une pointe d’ail. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",971.04,233.02,976.04,233.52,342.8395,15.4144,15.2644,21.063,14.9605,9.994500000000002,3.695,0.1,3.157,0.655,0.655,1.58,8.733749999999999,8.599499999999999,0.2682,4.4023,0.0,1.5145,32.621,1.33089,170.321,979.65,0.26209,1.791671,63.63,54.54499999999999,0.49125,263.2795,788.9950000000001,37.645,531.588,1.6565,109.525,1309.575,0.625,2.862500000000001,17.287,0.0,116.225,0.188435,0.24865,1.8705,0.73034,0.55115,123.8345,0.265925,https://zyllio.github.io/zyllio-samples/recipies/menus/images/76.jpg
77,Curry de tofu et brocoli,"Un plat végétarien épicé et réconfortant qui associe le tofu ferme et le brocoli, le tout mijoté dans une onctueuse sauce au curry et lait de coco.",2,personnes,2,3,Méthode ami,Dîner,10,20,26,"200 gramme Tofu ferme, coupé en dés
1 Tête de brocoli, coupée en petits bouquets
1 Oignon, finement haché
2 Gousses d'ail, émincées
1 cuillère à soupe Pâte de curry
400 millilitre Lait de coco
1 Huile de coco ou d'olive
Sel, au goût
1 pincée Poivre","Dans la cuve, menu Thermogrill, puissance 3, couvercle ouvert temps 10 minutes faites revenir l'oignon et l'ail dans un peu d'huile jusqu'à ce qu'ils soient translucides.
Ajoutez la pâte de curry et faites cuire pendant 1 minute pour libérer les arômes.
Ajoutez les dés de tofu et faites-les dorer légèrement.
Incorporez le brocoli et le lait de coco, assaisonnez avec du sel et du poivre, et fermez le couvercle, menu ragout 7 minutes, pression 5, puissance 2
Servez chaud, accompagné de riz basmati ou de quinoa.",921.3,221.785,899.3,216.785,443.011635,30.7873,33.2873,24.2355,84.2995,20.13645,3.00415,0.10075,2.406199999999999,0.746,0.746,1.6261,0.7529999999999999,26.9985,0.025,6.384502799999999,0.0,3.037700000000001,0.5625,0.8678699999999999,259.7265,689.384,1.294,9.305745000000002,30.859,225.70825,5.076600000000001,651.3725,1873.9095,23.7275,346.366,4.65789,0.75,935.6899999999999,0.51,4.93055,466.554,0.0,274.14625,0.3786,0.37535,3.3128,2.796900000000001,0.6556500000000001,477.0095,0.0105,https://zyllio.github.io/zyllio-samples/recipies/menus/images/77.jpg
78,Toasts de patate douce,Toasts de patate douce garnis au choix pour un repas léger et nutritif.,2,personnes,1,1,Méthode ami,Petit déjeuner,5,15,27,"1 Patate douce, coupée en tranches longues d'environ 0.25 pouce d'épaisseur
1 Beurre d'amande
1 Banane, tranches
1 Graines de chia
1 Avocat, écrasé
Sel et poivre, au goût
1 Œuf, au plat","Faites toaster les tranches de patate douce dans un grille-pain.
Garnissez chaque tranche de patate douce avec les garnitures de votre choix.",1282.12,308.895,1282.12,308.895,207.187,27.6549,31.72290000000001,28.4309,74.43599999999999,15.7867,3.13265,0.2475,3.5017,0.46,0.4974999999999999,9.508600000000001,6.3405,25.9375,0.705,8.044949999999998,0.0,0.85175,99.875,0.71468,402.599,82.782,1.33255,6.2528,56.35,366.07,2.88895,766.4599999999999,1589.78,46.745,84.561,5.113750000000001,45.5,530.6418,0.7112499999999999,23.56485,12.91,0.0,19.0059,0.43601,0.5334,5.79555,2.1422,0.43555,223.679,0.4425,https://zyllio.github.io/zyllio-samples/recipies/menus/images/78.jpg
79,Salade de chou kale et quinoa,"une salade nutritive et rafraîchissante associant le quinoa, le chou kale, des pommes et des noix avec une vinaigrette au tahini",2,personnes,2,2,Méthode ami,Déjeuner,15,20,27,"100 gramme Quinoa
200 gramme Chou kale, haché finement
1 Pomme, coupée en petits dés
1 tasse Noix, hachées
1 Mélange d'huile d'olive
1 Tahini
1 Eau, pour diluer
Sel, au goût
1 pincée Poivre","Rincez le quinoa sous l'eau froide.
Cuisez le quinoa 3 minutes en menu riz mode 2 couvercle fermé, 1 mesure de quinoa pour 1.5 mesure d’eau. Puis laissez-le refroidir.
Dans un grand saladier, mélangez le chou kale, le quinoa refroidi, les dés de pomme, et les noix hachées.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, ajoutez un peu d'eau pour obtenir la consistance désirée. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",340.8,80.63000000000001,337.8,80.13000000000001,210.372135,26.544,30.004,42.1575,65.6425,10.4617,5.64115,0.15075,2.858699999999999,0.15,0.156,1.6181,12.3625,14.4085,0.0,7.489515000000001,0.0,0.7850499999999999,0.0,0.74201,416.78435,378.7,2.104514,8.661765,10.559,204.82115,3.2866075,949.29,1026.63855,29.5125,295.5081,6.10679,0.0,404.59,0.12625,2.23165,124.9325,0.0,77.72,1.5156,0.3903,5.61555,1.69435,0.44665,239.659,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/79.jpg
80,Poulet aux herbes et légumes rôtis,"Savourez un délicieux poulet aux herbes accompagné de légumes rôtis, un plat simple et réconfortant.",2,personnes,2,3,Méthode ami,Dîner,10,40,27,"2 Filets de poulet
Herbes de Provence, au goût
Huile d'olive, au goût
Sel, au goût
1 pincée Poivre
Légumes de votre choix pour rôtir, carottes, panais, pommes de terre, oignons, coupés en morceaux, au goût","Assaisonnez les filets de poulet avec les herbes, du sel, du poivre, et un peu d'huile d'olive.
Faites revenir l'oignon dans le Thermochef avec un peu d'huile, menu Thermogrill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajoutez le poulet et faites-le dorer de tous les côtés.
Ajoutez les légumes coupés en morceaux dans la cuve, arrosez-les également d'huile d'olive, et assaisonnez.
Programmer le menu Thermogrill couvercle fermé pendant 18 minutes, puissance 3, tourner à mi-cuisson.
Servez chaud pour un repas réconfortant et nutritif.",838.375,199.4875,838.375,199.4875,119.497635,35.62475,35.62475,1.20825,4.9875,0.6667000000000001,0.3573999999999999,0.00075,0.3537,0.312,0.312,0.3721,0.08975,1.33425,0.02625,2.63195,0.0,1.13605,99.00039,0.662855,56.194,402.15,0.084775,2.3622,31.39725,57.842,0.23285,372.2075,661.9170000000001,31.167,262.466,0.9466399999999999,31.5,78.19,0.383775,1.1824,5.675,13.35,9.3505,0.192225,0.09037499999999998,16.2428,2.56285,0.6676499999999999,31.0265,0.255,https://zyllio.github.io/zyllio-samples/recipies/menus/images/80.jpg
81,"Bowl de yogourt, granola et fruits","Un bol nutritif et délicieux avec du yogourt, du granola croustillant et des fruits frais de saison.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,0,28,"400 gramme Yogourt nature ou grec
100 gramme Granola sans sucre ajouté
1 tasse Fruits frais de saison, baies, tranches de pêche, morceaux de mangue
Miel ou sirop d'érable, optionnel, au goût","Répartissez le yogourt dans deux bols.
Ajoutez une couche de granola sur le yogourt.
Disposez les fruits frais sur le dessus.
Arrosez d'un filet de miel ou de sirop d'érable pour une touche de douceur, si désiré.",175.7,41.65,175.7,41.65,243.3225,12.633,13.443,26.5425,34.52650000000001,20.068,2.81625,0.10469,2.18025,0.1504,0.1511,7.2325,0.637,3.609,0.483,4.55025,0.0,0.476,33.40238,0.207785,343.1,37.39,0.5076499999999999,0.88425,14.781,70.045,1.629,144.22,349.325,15.271,74.40775000000001,1.25875,0.0,245.8,0.1271,1.003,2.406,0.0,14.88,0.13515,0.16505,0.392075,0.6517000000000001,0.12565,69.4,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/81.jpg
82,Salade méditerranéenne aux pois chiches,"Une salade fraîche et nutritive qui combine pois chiches, légumes et feta avec une vinaigrette citronnée.",2,personnes,1,2,Méthode ami,Déjeuner,15,17,28,"1 boîte Pois chiches, rincés et égouttés
1 Poivron vert, coupé en dés
2 Tomates, coupées en dés
1 Oignon rouge, émincé
100 gramme Feta, émiettée
1 poignée Olives noires","Dans un grand saladier, combinez les pois chiches, le concombre, les tomates, l'oignon rouge, la feta, et les olives.
Préparez la vinaigrette en mélangeant l'huile d'olive, le jus de citron, l'origan, le sel, et le poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",1939.54,463.52,1944.54,464.02,470.5049999999999,27.654,27.504,48.2985,27.8745,10.422,3.99,0.1,3.452,0.9500000000000001,0.9500000000000001,2.05,30.625,23.835,1.0182,6.48,0.0,1.5795,32.95,2.18929,333.671,1502.05,0.7056899999999999,7.358171,103.03,133.165,2.0224,466.365,1028.15,91.14500000000001,874.708,3.2963,109.0,1457.6,1.0,7.7345,19.245,0.0,117.21,0.26685,0.29635,2.07,0.9079999999999999,0.6872999999999999,269.695,0.265,https://zyllio.github.io/zyllio-samples/recipies/menus/images/82.jpg
83,Risotto aux asperges et citron,Un risotto crémeux infusé avec le goût frais de l'asperge et une touche d'acidité du citron.,2,personnes,3,3,Méthode ami,Dîner,10,25,28,"150 gramme Riz arborio
1 botte Asperges, coupées en tronçons
1 Citron, zeste et jus
1 Oignon, finement haché
1 gousse Ail, émincée
500 millilitre Bouillon de légumes, chaud
50 gramme Parmesan, râpé
Sel, au goût
1 pincée Poivre
Huile d'olive, au goût","Dans la cuve, menu Thermogrill, couvercle ouvert, puissance 3, programmer 25 minutes.
faites revenir l'oignon et l'ail dans un peu d'huile d'olive jusqu'à ce qu'ils soient translucides.
Ajoutez le riz et faites-le nacrer pendant quelques minutes.
Commencez à ajouter le bouillon de légumes chaud, une louche à la fois, en remuant constamment jusqu'à ce que le liquide soit absorbé avant d'ajouter la suivante.
À mi-cuisson, ajoutez les asperges, le zeste et le jus de citron. Continuez à ajouter le bouillon et à remuer.
Une fois le riz cuit et crémeux, retirez du feu, incorporez le parmesan, salez et poivrez à votre goût.
Servez chaud, garni d'un peu de zeste de citron et de parmesan supplémentaire si désiré.",1752.15,416.225,1754.65,415.475,436.055135,16.89425,17.01425,66.9,12.0875,5.210699999999999,1.94865,0.02575,1.5462,0.43,0.43,1.1976,59.10875,4.0485,0.2,5.475949999999999,0.0,2.882299999999999,23.825,2.47703,313.6215,588.0074999999999,0.4657999999999999,2.932295000000001,37.909,58.9045,1.07085,325.1475,509.092,20.2525,980.206,2.78664,83.5,495.965,0.07625000000000001,1.44415,43.425,0.0,27.765,0.5679750000000001,0.27055,3.0548,1.0606,0.305775,148.1865,0.66,https://zyllio.github.io/zyllio-samples/recipies/menus/images/83.jpg
