Id,Nom,Description,Portions,Portions unité,Difficulté,Coût,Régime,Catégorie,Préparation,Cuisson,Ingrédients,Instructions,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Image
10,Riz thaï aux crevettes et lait de coco,"Un plat délicieusement parfumé combinant la douceur du lait de coco avec la saveur umami de la sauce de poisson et la fraîcheur des crevettes, facile à préparer avec le Thermochef.",4,personnes,2,3,Riz,Plats,10,20,"200 g Riz thaï
200 g Crevettes, décortiquées
400 ml Lait de coco
1 cuillère à soupe Huile
2 cuillère à soupe Sauce de poisson
1 cuillère à soupe Sucre
1 Coriandre fraîche, pour garnir","Cuisson du riz: Utiliser le menu riz du Thermochef pour cuire le riz thaï. Choisir le mode 3 pour un temps de cuisson adapté. Ajouter 200g de riz thaï et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Préparation des crevettes: Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter l'huile et faire sauter les crevettes jusqu'à ce qu'elles deviennent roses, environ 2-3 minutes.
Ajout du lait de coco: Verser le lait de coco sur les crevettes et ajouter la sauce de poisson ainsi que le sucre. Bien mélanger et laisser puissance 1 jusqu'à ce que le mélange soit bien chaud et légèrement épaissi, environ 5-7 minutes.
Assemblage: Prenez le riz cuit, servir les crevettes et le lait de coco épicé sur le riz. Mélanger légèrement pour que le riz s'imprègne de la sauce.
Garniture: Garnir le plat de coriandre fraîche hachée avant de servir pour ajouter une touche de fraîcheur et de couleur.",361.9125,86.23375,361.9125,86.23375,123.818575,15.440625,16.110625,25.840875,37.2025,9.993875,0.1,0.0,0.1,0.1,0.1,3.094,13.2,9.59,0.0,3.78572,0.0,0.000625,75.555,1.9530845,65.7112,7.94,0.8511650000000001,4.184559999999999,71.859,62.176125,1.742389,228.00975,533.47725,27.95,781.1026,2.758475,0.0,248.2875,0.108125,3.00225,20.36825,0.0,5.237500000000001,0.0926875,0.05057,2.259375,0.600625,0.153375,44.725,0.524,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/10.jpg
11,Riz noir aux poivrons et saucisse,"Un mélange savoureux de riz noir, poivrons et saucisse préparé avec le Thermochef",4,personnes,3,3,Riz,Plats,5,25,"200 g Riz noir
1 Saucisse italienne, coupée en rondelles
1 Poivron rouge, coupé en lanières
1 Poivron vert, coupé en lanières
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Utiliser le menu riz du Thermochef spécifique pour le riz noir. Comme le riz noir a besoin d'un temps de cuisson plus long, si il dépasse les 20 minutes de cuisson sur le paquet utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson par 3.
Ajouter 200g de riz noir et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile d'olive et faire revenir les rondelles de saucisse jusqu'à ce qu'elles soient bien dorées.
Ajouter ensuite les poivrons et continuer à faire sauter jusqu'à ce qu'ils soient tendres, environ 5-7 minutes.
Prendre le riz cuit, l'ajouter dans la cuve avec la saucisse et les poivrons. Utiliser la spatule pour mélanger délicatement, en veillant à bien incorporer tous les ingrédients.
Assaisonner le plat avec du sel et du poivre selon le goût.",927.825,222.3,926.325,221.8,112.5415675,6.69325,6.77825,20.5675,13.051,3.0766,1.075575,0.000375,0.9256000000000001,0.175,0.175,0.17505,15.56125,3.04925,0.39075,1.669725,0.0,0.233175,20.205,0.775685,17.63375,189.9075,0.122525,0.7227250000000001,23.5795,37.298625,0.6657000000000001,113.277,260.68675,20.87375,314.1355,0.9421950000000001,4.574999999999999,574.17,0.281875,3.478075,5.7215,0.0,92.32625,0.139175,0.10415,1.54615,0.43705,0.328825,62.23699999999999,0.222,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/11.jpg
12,Riz thaï à la mangue et au poulet grillé,"Un plat qui combine des saveurs sucrées, salées et aromatiques dans un mélange coloré.",4,personnes,2,3,Riz,Plats,10,20,"200 g Riz thaï
2 Blancs de poulet grillés, tranchés
1 Mangue, pelée et coupée en dés
2 cuillère à soupe Sauce soja
1 cuillère à soupe Huile
Coriandre fraîche, hachée, au goût","Cuisson du riz : Utiliser le menu riz du Thermochef pour cuire le riz thaï. Choisir le mode 3 pour un temps de cuisson adapté. Ajouter 200g de riz thaï et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Préparation du poulet : Si le poulet n'est pas déjà grillé, utiliser le mode thermo grill du Thermochef (couvercle ouvert, puissance 3) pour griller les blancs de poulet après les avoir badigeonnés avec un peu d'huile. Cuire jusqu'à ce qu'ils soient bien dorés et cuits à cœur, environ 6-7 minutes de chaque côté. Laisser reposer puis trancher.
Mélanger des ingrédients : Dans un grand bol, mélanger délicatement le riz thaï cuit avec les dés de mangue et les tranches de poulet grillé.
Assaisonnement : Verser la sauce soja sur le mélange de riz, mangue et poulet. Bien mélanger pour que tous les éléments soient enrobés de sauce.
Garniture : Juste avant de servir, garnir le plat avec de la coriandre fraîche hachée pour ajouter une touche de fraîcheur et de couleur.",862.0275,204.03625,862.0275,204.03625,162.841975,25.220075,25.290075,27.000975,5.203,11.524675,3.252,0.0,1.1925,0.425,0.452,7.714500000000001,14.2075,1.9124,0.4375,3.185,0.0,3.429019,64.98000000000002,1.7972975,22.3325,107.265,0.12721,0.5848000000000001,43.24,48.834625,0.24585,239.62975,522.50225,44.05,719.2125,0.9001250000000001,15.75,807.7875,0.195625,3.6635,6.248250000000001,0.0,23.535,0.08835249999999999,0.0669,9.821075000000002,1.580225,0.262175,76.1525,0.159,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/12.jpg
13,Riz noir aux palourdes et au chorizo,"Plat principal équilibrant les saveurs de la mer et de la terre avec du riz noir, des palourdes et du chorizo cuit au Thermochef.",4,personnes,4,4,Riz,Plats,5,20,"200 g Riz noir
500 g Palourdes, nettoyées
100 g Chorizo, coupé en dés
1 Oignon, émincé
2 Gousses d'ail, émincées
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Cuisson du riz: Utiliser le menu riz du Thermochef spécifique pour le riz noir. Comme le riz noir a besoin d'un temps de cuisson plus long, si il dépasse les 20 minutes de cuisson sur le paquet utilisé le mode légumes sec, pression7, puissance 2 en divisant le temps de cuisson par 3. Ajouter 200g de riz noir et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Préparation du chorizo et des oignons: Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile d'olive et faire revenir le chorizo et l'oignon émincé jusqu'à ce que l'oignon soit tendre et le chorizo légèrement croustillant, environ 5 minutes.
Ajouter des palourdes: Ajouter les palourdes nettoyées dans la cuve avec le chorizo et les oignons. Fermé le Thermochef menu Thermogrill puissance 1, 7. Retirer les palourdes qui ne s'ouvrent pas.
Mélanger avec le riz: Prenez le riz cuit, l'ajouter dans la cuve avec le mélange de chorizo et de palourdes. Ajouter la deuxième cuillère à soupe d'huile d'olive, l'ail émincé, et mélanger délicatement pour combiner tous les ingrédients.
Assaisonnement: Assaisonner avec du sel et du poivre selon le goût. Laisser reposer quelques minutes pour que les saveurs se mélangent bien.",1557.5,372.24,1556.0,371.74,154.7710675,28.1504,28.2354,25.66525,18.04975,1.8221,0.5300750000000001,0.000375,0.5036,0.228,0.228,0.48555,15.33025,1.95875,0.0075,5.413625000000001,0.0,0.066625,63.705,3.28528,104.78625,171.5995,0.6814,12.3034725,115.9045,43.661125,1.55395,360.4145,621.01175,76.97625,1314.2455,2.947195,101.25,195.995,0.020625,2.756775,4.635999999999999,0.0,28.85875,0.1858,0.380175,2.67765,0.8249499999999999,0.229075,47.671,49.422,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/13.jpg
14,Riz rouge créole aux crevettes,Un plat savoureux qui combine le riz rouge avec des crevettes et des épices créoles cuisinés avec un Thermochef.,4,personnes,3,3,Riz,Plats,10,25,"200 g Riz rouge
200 g Crevettes, décortiquées
1 Oignon, haché
1 Poivron vert, haché
2 Gousses d'ail, émincées
400 g Tomates en dés, en conserve
2 cuillère à soupe Huile
1 cuillère à café Paprika
Sel, au goût
Poivre, au goût","Utiliser le menu riz du Thermochef spécifique pour le riz rouge. Si le temps de cuisson du riz rouge sur le paquet dépasse les 20 minutes, utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson par 3.
Ajouter 200g de riz rouge et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3).
Ajouter 1 cuillère à soupe d'huile et faire revenir l'oignon, le poivron vert, et l'ail jusqu'à ce qu'ils soient tendres, environ 5 minutes.
Incorporer les crevettes et les tomates en dés au mélange de légumes. Assaisonner avec du paprika, du sel, et du poivre. Laisser cuire jusqu'à ce que les crevettes deviennent roses et soient bien cuites, environ 5-7 minutes.
Prendre le riz cuit, l'incorporer délicatement au mélange de crevettes et légumes dans la cuve du Thermochef. Bien mélanger pour que le riz absorbe les saveurs de la sauce.
Laisser le plat reposer quelques minutes avant de servir pour permettre aux saveurs de se mélanger davantage.",847.6999999999999,201.885,846.1999999999999,201.885,220.8350175,13.1934,13.2834,21.937,7.872,4.7636,2.113625,0.001325,1.74675,0.378,0.378,0.6396,13.81775,4.51325,0.0205,2.942325,0.0,0.457275,75.0,0.516505,72.19675000000001,267.8295,0.43905,2.5364725,71.2295,70.638625,0.7629,223.772,561.73675,31.76375,207.4555,2.137095,0.75,801.17,0.308125,5.694775,9.5475,0.0,61.86325,0.144325,0.0932,2.61815,0.645,0.572275,60.0535,0.5,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/14.jpg
15,Riz rouge louisianais aux saucisses,Un plat principal épicé et fumé de la cuisine louisianaise facile à préparer avec le Thermochef.,4,personnes,3,3,Riz,Plats,5,15,"200 g Riz rouge
150 g Saucisse fumée, coupée en rondelles
1 Oignon, haché
1 Poivron vert, haché
2 Gousses d'ail, émincées
400 g Tomates en dés en conserve
2 cuillère à soupe Huile
Sel, au goût
Poivre, au goût
1 pincée Cayenne","Préparation des ingrédients : Utiliser le mode thermo grill du Thermochef (couvercle ouvert, puissance 3) pour faire revenir la saucisse, l'oignon, le poivron, et l'ail dans l'huile jusqu'à ce que les légumes soient tendres, environ 5 minutes.
Cuisson du riz : Ajouter le riz rouge et les tomates en dés directement dans la cuve avec les légumes sautés. Assaisonner avec du sel, du poivre, et une pincée de cayenne pour donner un peu de piquant.
Mijotage : Fermer le couvercle du Thermochef et utiliser le menu ragout (couvercle fermé, pression 6, puissance 3) pour mijoter le tout. Ajuster le temps de cuisson à environ 15 minutes pour que le riz soit tendre et les saveurs bien mélangées.
Finalisation : Une fois la cuisson terminée, laisser reposer quelques minutes avant d'ouvrir le couvercle. Cela permet au riz d'absorber les dernières saveurs et de devenir parfaitement cuit.",663.9,158.53,662.4,158.53,201.1116425,9.9429,10.0329,21.45,19.18325,5.457850000000001,2.492575,0.000375,2.2661,0.5780000000000001,0.6905,0.9480500000000001,14.16775,5.0105,0.5075000000000001,2.518725,0.0,0.5210000000000001,0.0,1.0594925,40.88175,870.0795,0.127425,1.1154725,31.0295,46.12862500000001,0.68895,118.8345,420.36175,24.76375,423.1955,0.719645,0.75,2332.17,0.458125,5.413775,2.24675,0.0,57.04975,0.123,0.07835,0.9894000000000001,0.29145,0.4937,58.0735,0.0,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/15.jpg
16,Riz complet à la courge et au thym,"Plat principal alliant la saveur du thym au goût sucré de la courge et la texture ferme du riz complet, idéal pour un dîner sain.",4,personnes,2,2,Riz,Plats,10,35,"200 g Riz complet
300 g Courge, coupée en dés
1 Oignon, haché
2 cuillère à soupe Huile d'olive
2 cuillère à café Thym frais
400 ml Eau
Sel, au goût
Poivre, au goût","Utiliser le menu riz du Thermochef spécifique pour le riz complet. Comme le riz complet a besoin d'un temps de cuisson plus long, utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson par 3 si nécessaire.
Ajouter 200g de riz complet et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud.
Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile d'olive et l'oignon haché. Faire revenir jusqu'à ce que l'oignon soit tendre.
Ajouter les dés de courge et la moitié du thym. Faire revenir jusqu'à ce que la courge soit tendre, environ 10 minutes.
Mélanger délicatement les dés de courge et le riz complet dans un grand bol.
Assaisonner avec du sel, du poivre, et le reste du thym frais. Mélanger à nouveau pour bien répartir les saveurs.",580.18,138.86,578.68,138.36,122.1795675,2.79855,2.88355,19.21375,7.30315,2.5016,1.200575,0.000375,1.0256,0.225,0.225,0.47505,15.325,2.68425,0.0,1.189475,0.0,0.060725,0.58,0.2833,37.39624999999999,171.145,0.1021,0.7440225,13.967,40.411125,0.74955,93.1195,310.10675,12.10625,113.7805,0.577495,0.0,659.42,0.016875,1.604075,5.449,0.0,13.05125,0.06654,0.094875,0.51525,0.3616,0.149325,47.87950000000001,0.047,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/16.jpg
17,Poulet basmati à la noix de coco et au curry,"Un plat de poulet aromatisé au curry et lait de coco, servi avec du riz basmati et garni de coriandre fraîche.",4,personnes,3,3,Riz,Plats,5,25,"200 g Riz basmati
2 Blancs de poulet, coupés en dés
400 ml Lait de coco
2 cuillère à soupe Pâte de curry
1 cuillère à soupe Huile
1 Coriandre fraîche, pour garnir","Utiliser le menu riz du Thermochef pour cuire le riz basmati. Choisir le mode 2 pour un temps de cuisson moyen. Ajouter 200g de riz basmati et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud, utiliser le mode thermo grill du Thermochef (couvercle ouvert, puissance 3) pour faire revenir les dés de poulet dans 1 cuillère à soupe d'huile jusqu'à ce qu'ils soient dorés et bien cuits, environ 5-7 minutes.
Ajouter la pâte de curry au poulet et mélanger pour bien enrober les morceaux de poulet. Verser le lait de coco et mélanger. Fermer le coiuvercle programmer le menu ragout puissance 1 pression 4, pendant 8 minutes pour que la sauce épaississe légèrement et que les saveurs se mêlent.
Une fois le riz et le poulet au curry prêts, servir le poulet au curry sur un lit de riz basmati chaud.
Garnir avec de la coriandre fraîche hachée avant de servir pour une touche de fraîcheur et de couleur.",846.3375000000001,200.69875,844.8375000000001,200.19875,145.020975,27.484625,28.154625,19.269375,38.8195,6.724125,0.469,0.0,0.469,0.265,0.265,0.265,11.9425,9.771,0.0,2.40475,0.0,0.691375,64.98750000000001,0.2534225000000001,28.9055,148.775,0.5335,2.95725,27.6,65.819125,1.6647,335.34225,737.99725,26.025,101.0625,1.887875,16.5,248.2875,0.571875,2.40475,20.96825,0.0,6.38875,0.1489375,0.07175,9.531875000000003,1.717625,0.221375,43.14,0.1455,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/17.jpg
18,Riz thaï à l'ananas et au poulet,"Une combinaison parfaite de riz thaï, de poulet, d'ananas et de légumes, préparée avec des saveurs sucrées, salées et umami.",4,personnes,2,3,Riz,Plats,10,20,"200 g Riz thaï
200 g Poulet, en dés
1 Ananas frais, coupé en dés
1 Carotte, coupée en julienne
2 cuillère à soupe Sauce soja
2 cuillère à soupe Huile
Sel, au goût
Poivre, au goût","Utiliser le menu riz du Thermochef pour cuire le riz thaï. Choisir le mode 3 pour un temps de cuisson adapté. Ajouter 200g de riz thaï et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile et faire sauter les dés de poulet jusqu'à ce qu'ils soient dorés et bien cuits, environ 5 minutes.
Ajouter les dés d'ananas et les carottes en julienne au poulet. Continuer à faire sauter pendant 5 minutes supplémentaires, jusqu'à ce que les légumes soient tendres.
prendre le riz cuit, l'ajouter dans la cuve avec le poulet, l'ananas, et les carottes. Verser les 2 cuillères à soupe de sauce soja et mélanger le tout pour bien incorporer les saveurs.
Goûter et ajuster l'assaisonnement avec du sel et du poivre si nécessaire.",959.845,228.305,959.845,228.305,250.8880175,13.1292,13.1992,37.7551,9.40525,20.9204,4.610075,0.000375,3.7256,0.505,0.532,12.78705,13.96,3.15915,1.0125,3.263475,0.0,1.488919,34.955,2.062885,32.54125,212.08,0.187335,0.974275,52.1445,53.419125,1.82635,134.1245,482.04175,58.95125,825.5855,1.021445,7.649999999999999,1167.705,0.091875,3.787575,4.486499999999999,0.0,89.2475,0.16134,0.158375,5.00485,0.98815,0.3462999999999999,58.5595,0.219,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/18.jpg
19,Riz noir aux champignons et à la truffe,"Un délice gastronomique alliant les saveurs riches et terreuses du riz noir avec la sophistication de la truffe, préparé avec le Thermochef.",4,personnes,4,5,Riz,Plats,5,25,"200 g Riz noir
200 g Champignons, émincés
1 Gousse d'ail, émincée
2 cuillère à soupe Huile d'olive
1 cuillère à soupe Truffe, hachée
Sel, au goût
Poivre, au goût","Utiliser le menu riz du Thermochef spécifique pour le riz noir. Si le temps de cuisson dépasse 20 minutes, utiliser le mode légumes sec, pression7, puissance 2 en divisant le temps de cuisson indiqué sur l'emballage par 3.
Ajouter 200g de riz noir et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud. Mettre le Thermochef en mode thermo grill. Couvercle ouvert, puissance 3.
Ajouter 1 cuillère à soupe d'huile d'olive et faire revenir les champignons émincés et l'ail émincé jusqu'à ce qu'ils soient dorés et tendres, environ 7 minutes.
Incorporer la truffe hachée aux champignons vers la fin de la cuisson.
Ajouter le riz cuit dans la cuve avec le mélange de champignons et de truffe. Ajouter la deuxième cuillère à soupe d'huile d'olive et mélanger délicatement.
Assaisonner avec du sel et du poivre selon le goût.",627.075,150.0075,625.575,149.5075,78.9350675,3.039825,3.124825,17.47825,7.143750000000002,0.8431,0.187825,0.000375,0.5120999999999999,0.1015,0.1515,0.1553,15.202625,2.33025,0.24,0.8828,0.0,0.0114,0.58,0.2608575,12.31875,156.81475,0.21495,0.6437,12.0045,31.181125,0.6204500000000001,105.7895,211.21175,12.89125,104.708,0.74157,0.0,17.7075,0.11875,1.502925,4.5425,0.0,1.98,0.07755000000000001,0.21735,2.4519,1.07225,0.078825,30.55025,0.047,
20,Riz rouge mexicain aux haricots,"Un plat plein de saveurs mexicaines combinant riz rouge et haricots noirs, parfumé au cumin et au piment, et prêt en quelques étapes simples avec le Thermochef.",4,personnes,2,2,Riz,Plats,10,25,"200 g Riz rouge
400 g Haricots noirs, cuits
1 Oignon, haché
1 Poivron rouge, haché
2 cuillère à soupe Huile
2 cuillère à café Cumin
Sel, au goût
1 pincée Piment en poudre","Utiliser le menu riz du Thermochef spécifique pour le riz rouge. Si le riz rouge a besoin de plus de 20 minutes de cuisson suivant les instructions sur le paquet, utiliser le mode légumes sec, pression 7, puissance 2, en divisant le temps de cuisson par 3.
Ajouter 200g de riz rouge et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud.
Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3).
Ajouter 1 cuillère à soupe d'huile et faire revenir l'oignon et le poivron rouge jusqu'à ce qu'ils soient tendres, environ 5 minutes.
Incorporer les haricots noirs cuits et le cumin. Mélanger bien et chauffer le tout pendant quelques minutes pour que les saveurs se combinent.
Assaisonner avec du sel et du piment en poudre selon votre goût.
Ajouter le riz cuit dans la cuve avec le mélange de haricots et de légumes. Mélanger délicatement pour bien combiner tous les ingrédients.
Laisser le tout sur le feu pendant quelques minutes pour que le riz absorbe les arômes des épices et des légumes.",1105.575,263.935,1104.075,263.935,152.8777425,12.2355,12.3255,30.6155,8.053749999999999,3.54825,1.85,0.0,1.675,0.65,0.65,1.2,25.25625,15.398,0.875,1.92605,0.0,0.391375,0.0,0.3045075,82.73925000000001,223.8875,0.298275,3.5662725,36.3045,75.626125,1.03425,250.137,475.68675,31.87625,121.605,1.60767,0.0,258.195,0.26625,4.974800000000001,3.37375,0.0,47.118,0.208125,0.10635,0.48255,0.333,0.438775,121.24,0.0,
21,Riz complet aux légumes de printemps,"Un plat sain et coloré parfait pour accueillir la nouvelle saison, alliant riz complet tendre et légumes de printemps.",4,personnes,2,2,Riz,Plats,10,25,"200 g Riz complet
100 g Petits pois, frais
2 cuillère à soupe Huile d'olive
2 Carottes, coupées en rondelles
1 Oignon, émincé
Sel, au goût
Poivre, au goût","Cuisson du riz : Utiliser le menu riz du Thermochef spécifique pour le riz complet. Si le temps de cuisson sur le paquet dépasse les 20 minutes, utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson par 3. Ajouter 200g de riz complet et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Préparation des légumes : Une fois le riz cuit, le retirer et réserver au chaud. Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile d'olive et faire revenir l'oignon émincé jusqu'à ce qu'il soit translucide. Ajouter ensuite les carottes et les petits pois. Faire sauter les légumes jusqu'à ce qu'ils soient tendres, environ 7 minutes.
Mélanger avec le riz : Prendre le riz cuit, l'ajouter dans la cuve avec les légumes sautés. Utiliser la fonction mélange du Thermochef pour combiner délicatement le riz et les légumes.
Assaisonnement : Assaisonner le mélange avec du sel et du poivre selon le goût. Si désiré, ajouter des herbes fraîches comme du persil ou de la menthe pour un goût plus frais.",620.2,148.375,618.7,147.875,94.4540675,3.56325,3.64825,21.60875,7.429750000000001,4.2191,0.820575,0.000375,0.8131,0.275,0.3175,2.64505,15.425,3.68925,0.125,1.008475,0.0,0.059175,0.58,0.304635,27.12125,194.72,0.10105,0.6765224999999999,18.892,37.361125,0.73845,104.9645,198.56175,17.18125,121.9855,0.668445,0.0,2214.92,0.016875,1.591825,17.214,0.0,12.11375,0.1248,0.052525,0.7011499999999999,0.38955,0.113325,48.2545,0.047,
22,Riz thaï sauté aux crevettes,"Un plat thaï classique combinant riz sauté, crevettes, œufs et légumes, préparé avec le Thermochef.",4,personnes,2,3,Riz,Accompagnements,5,24,"200 g Riz thaï
150 g Crevettes, décortiquées
2 Œufs
3 Oignons verts
2 cuillère à soupe Sauce soja
1 cuillère à soupe Huile de sésame
Sel, au goût","Préparation du riz : Utiliser le menu riz du Thermochef. Choisir le mode 3 pour le riz thaï si le temps de cuisson sur le paquet est de 13 à 14 minutes. Ajouter 200g de riz et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Cuisson des crevettes : Après la cuisson du riz, retirer et réserver. Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3) et ajouter l'huile de sésame. Faire revenir les crevettes jusqu'à ce qu'elles soient roses et cuites, environ 5 minutes.
Ajout des œufs : Battre les œufs et les ajouter dans le cuiseur sur les crevettes. Laisser cuire sans remuer pendant 1 minute, puis mélanger pour brouiller les œufs.
Finalisation du plat : Ajouter le riz cuit, les oignons verts émincés, et la sauce soja. Mélanger le tout pour bien incorporer les ingrédients. Laisser chauffer l'ensemble pendant environ 3 minutes pour que les saveurs se mélangent.
Assaisonnement : Goûter et ajuster l'assaisonnement avec du sel si nécessaire.",441.12,105.47,441.12,105.47,120.6385675,13.0422,13.1122,18.0926,6.263999999999999,2.0863,0.802,0.0,0.835,0.2875,0.352,0.727,13.4325,1.1149,0.0,3.217,0.0,0.078894,156.305,2.2065,67.86525,179.565,0.3231225,1.86434625,64.0945,35.94087500000001,0.2797,164.04,263.77225,25.15875,883.725,1.64872,45.5,21.25,0.5449999999999999,1.087625,1.04825,0.0,1.7125,0.054765,0.1619,1.5617,0.6981,0.16155,33.515,0.7615000000000001,
